ORI_NAME,COL_NAME
編號,SERIALNUM
屋齡,AGE
建物移轉面積平方公尺,BUILD_TOTAL_AREA
主要用途,MAIN_USE
主要建材,BUILDING_MATERIAL
建築完成日期,CONSTRUCTION_DATE
總層數,TOTAL_FLOOR
建物分層,LAYER
移轉情形,TRANSFER
