"DATANAME","UNIT","TIME","SPACE","SA","TIME_NUM","TIME_lab"
"人口統計","鄉鎮市區","103Y06M","全國","Town",24174,"2014-06"
"人口統計","鄉鎮市區","103Y09M","全國","Town",24177,"2014-09"
"人口統計","鄉鎮市區","103Y12M","全國","Town",24180,"2014-12"
"人口統計","鄉鎮市區","104Y03M","全國","Town",24183,"2015-03"
"人口統計","鄉鎮市區","104Y06M","全國","Town",24186,"2015-06"
"人口統計","鄉鎮市區","104Y09M","全國","Town",24189,"2015-09"
"人口統計","鄉鎮市區","104Y12M","全國","Town",24192,"2015-12"
"人口統計","鄉鎮市區","105Y03M","全國","Town",24195,"2016-03"
"人口統計","鄉鎮市區","105Y06M","全國","Town",24198,"2016-06"
"人口統計","鄉鎮市區","105Y09M","全國","Town",24201,"2016-09"
"人口統計","鄉鎮市區","105Y12M","全國","Town",24204,"2016-12"
"人口統計","鄉鎮市區","106Y03M","全國","Town",24207,"2017-03"
"人口統計","鄉鎮市區","106Y06M","全國","Town",24210,"2017-06"
"人口統計","鄉鎮市區","106Y09M","全國","Town",24213,"2017-09"
"人口統計","鄉鎮市區","106Y12M","全國","Town",24216,"2017-12"
"人口統計","鄉鎮市區","107Y03M","全國","Town",24219,"2018-03"
"人口統計","鄉鎮市區","107Y06M","全國","Town",24222,"2018-06"
"人口統計","鄉鎮市區","107Y09M","全國","Town",24225,"2018-09"
"人口統計","鄉鎮市區","107Y12M","全國","Town",24228,"2018-12"
"人口統計","鄉鎮市區","108Y03M","全國","Town",24231,"2019-03"
"人口統計","鄉鎮市區","108Y06M","全國","Town",24234,"2019-06"
"人口統計","鄉鎮市區","108Y09M","全國","Town",24237,"2019-09"
"人口統計","鄉鎮市區","108Y12M","全國","Town",24240,"2019-12"
"人口統計","鄉鎮市區","109Y03M","全國","Town",24243,"2020-03"
"人口統計","鄉鎮市區","109Y06M","全國","Town",24246,"2020-06"
"人口統計","鄉鎮市區","109Y09M","全國","Town",24249,"2020-09"
"人口統計","鄉鎮市區","109Y12M","全國","Town",24252,"2020-12"
"人口統計","鄉鎮市區","110Y03M","全國","Town",24255,"2021-03"
"人口統計","鄉鎮市區","110Y06M","全國","Town",24258,"2021-06"
"人口統計","鄉鎮市區","110Y09M","全國","Town",24261,"2021-09"
"人口統計","鄉鎮市區","110Y12M","全國","Town",24264,"2021-12"
"人口統計","鄉鎮市區","111Y03M","全國","Town",24267,"2022-03"
"人口統計","鄉鎮市區","111Y06M","全國","Town",24270,"2022-06"
"人口統計","鄉鎮市區","111Y09M","全國","Town",24273,"2022-09"
"人口統計","鄉鎮市區","111Y12M","全國","Town",24276,"2022-12"
"人口統計","鄉鎮市區","112Y03M","全國","Town",24279,"2023-03"
"人口統計","鄉鎮市區","112Y06M","全國","Town",24282,"2023-06"
"人口統計","鄉鎮市區","112Y09M","全國","Town",24285,"2023-09"
"人口統計","鄉鎮市區","112Y12M","全國","Town",24288,"2023-12"
"人口統計","鄉鎮市區","113Y06M","全國","Town",24294,"2024-06"
