CODE2,CODE1,CODEBASE,AREA_SUM,L01_SUM,L0101,L0102,L0103,L0104,L02_SUM,L0201,L0202,L0203,L0204,L0205,L0206,L0207,L03_SUM,L0301,L0302,L0303,L0304,L0305,L0306,L04_SUM,L0401,L0402,L0403,L0404,L0405,L0406,L05_SUM,L0501,L0502,L0503,L0504,L0505,L0506,L0507,L0508,L06_SUM,L0601,L0602,L0603,L0604,L0605,L0606,L07_SUM,L0701,L0702,L0703,L08_SUM,L0801,L0802,L0803,L09_SUM,L0901,L0902,L0903,L0904,L0905,INFO_TIME
二級發布區代碼,一級發布區代碼,最小統計區代碼,土地面積總數,農業利用土地總數,農作使用,水產養殖,畜牧,農業相關設施,森林利用土地總數,針葉林,闊葉林,竹林,混淆林,灌木林,待成林地,其他森林利用土地,交通利用土地總數,機場,一般鐵路及相關設施,高速鐵路及相關設施,捷運及相關設施,道路及相關設施,港口,水利利用土地總數,河道及溝渠,蓄水設施,水道沙洲灘地,水利構造物,防汛道路,海面,建築利用土地總數,商業,純住宅,混合使用住宅,製造業,倉儲,宗教,殯葬設施,其他建築用地,公共利用土地總數,政府機關,學校,醫療保健,社會福利設施,公用設備,環保設施,遊憩利用土地總數,文化設施,公園綠地廣場,休閒設施,鹽礦利用土地總數,礦業及相關設施,土石及相關設施,鹽業及相關設施,其他利用土地總數,溼地,草生地,裸露地,營建剩餘土石收容處理相關設施,空置地,資料時間
A1005-09,A1005-09-014,A1005-0361-00,19686.379,990.212,905.661,,,84.551,,,,,,,,,3543.408,,,,,3543.408,,,,,,,,,14616.638,,10999.204,120.916,,79.069,,,3417.449,,,,,,,,,,,,,,,,536.121,,,,,536.121,"111Y"
A1005-08,A1005-08-013,A1005-0362-00,465970.987,369301.889,309052.138,22292.733,30597.048,7359.97,2235.163,,2235.163,,,,,,17221.645,,,,,17221.645,,58114.417,29706.455,798.442,,21665.303,5944.217,,12433.994,,,,,,213.436,12220.558,,102.677,,,,,102.677,,,,,,,,,,6561.202,,,,,6561.202,"111Y"
A1005-09,A1005-09-012,A1005-0363-00,13559.304,688.274,688.274,,,,,,,,,,,,1411.174,,,,,1411.174,,,,,,,,,10798.645,961.738,9354.995,,,23.383,,,458.529,,,,,,,,,,,,,,,,661.211,,,,,661.211,"111Y"
A1005-12,A1005-12-002,A1005-0364-00,33965.035,9906.501,9906.501,,,,2402.395,,2063.966,338.429,,,,,7038.255,,,,,7038.255,,,,,,,,,13231.938,2762.902,9126.996,495.775,,,846.265,,,,,,,,,,,,,,,,,,1385.946,,,,,1385.946,"111Y"
A1005-13,A1005-13-006,A1005-0365-00,126515.412,111445.467,108721.673,,,2723.794,1771.365,,1771.365,,,,,,5395.868,,,,,5395.868,,685.557,685.557,,,,,,7217.155,,2427.493,,4789.662,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-17,A1005-17-002,A1005-0366-00,9518.011,3521.576,3521.576,,,,,,,,,,,,1877.302,,,,,1877.302,,38.299,38.299,,,,,,3791.161,,3454.004,116.08,,221.077,,,,,,,,,,,,,,,,,,,289.673,,,,,289.673,"111Y"
A1005-14,A1005-14-001,A1005-0367-00,42609.038,30310.593,30310.593,,,,,,,,,,,,8579.042,,,,,8579.042,,1728.59,1728.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.813,,,,,1990.813,"111Y"
A1005-17,A1005-17-004,A1005-0368-00,313019.553,233784.162,233703.863,,,80.299,53885.768,,53885.768,,,,,,5859.091,,,,,5859.091,,7030.88,6601.275,429.605,,,,,12099.638,2155.437,4064.338,,,73.952,427.095,5378.816,,85.889,,,,,85.889,,,,,,,,,,274.125,,,,,274.125,"111Y"
A1005-08,A1005-08-011,A1005-0369-00,279190.613,215941.217,206549.117,,,9392.1,2643.284,,1794.061,849.223,,,,,14709.034,,,,,14709.034,,27627.466,14092.373,,,13535.093,,,14825.904,,10943.104,,0.017,3009.97,124.113,273.787,474.913,,,,,,,,,,,,,,,,3443.708,,,,,3443.708,"111Y"
A1005-12,A1005-12-002,A1005-0370-00,22177.533,8120.983,8120.983,,,,331.33,,0.615,330.715,,,,,2968.015,,,,,2968.015,,,,,,,,,9741.722,819.878,6294.631,135.376,,2491.837,,,,,,,,,,,,,,,,,,,1015.483,,,,,1015.483,"111Y"
A1005-17,A1005-17-006,A1005-0371-00,253489.157,232980.627,232883.347,,,97.28,,,,,,,,,12528.069,,,,,12528.069,,,,,,,,,6311.204,568.593,2562.534,1941.603,,1121.987,,,116.487,797.126,,,,,,797.126,,,,,,,,,872.131,,,,,872.131,"111Y"
A1005-17,A1005-17-003,A1005-0372-00,12883.938,2449.293,2449.293,,,,,,,,,,,,2635.628,,,,,2635.628,,,,,,,,,7404.244,,6460.314,543.423,,190.383,,,210.124,,,,,,,,,,,,,,,,394.773,,,,,394.773,"111Y"
A1005-11,A1005-11-004,A1005-0373-00,214478.966,141242.515,137917.238,,,3325.277,,,,,,,,,18793.226,,,,,18793.226,,,,,,,,,30064.225,884.493,18714.474,1753.919,725.437,2789.552,,,5196.35,18252.121,2857.837,15385.446,,,8.838,,,,,,,,,,6126.879,,,,,6126.879,"111Y"
A1005-12,A1005-12-003,A1005-0374-00,315495.47,45262.451,45262.451,,,,42593.986,,40570.796,2023.19,,,,,19508.665,,1796.056,,,17712.609,,,,,,,,,31224.795,447.594,19117.74,2246.803,2596.912,6491.476,179.418,,144.852,174260.799,,174260.799,,,,,,,,,,,,,2644.774,,,,,2644.774,"111Y"
A1005-17,A1005-17-005,A1005-0375-00,8763.292,,,,,,,,,,,,,,2103.528,,,,,2103.528,,119.716,119.716,,,,,,6499.423,,6129.458,195.721,6.854,84.234,83.156,,,,,,,,,,,,,,,,,,40.625,,,,,40.625,"111Y"
A1005-10,A1005-10-012,A1005-0376-00,145316.965,46210.652,27266.269,,,18944.383,74770.898,,74770.898,,,,,,3695.182,,,,,3695.182,,3078.22,3078.22,,,,,,8012.622,,7790.327,,,198.296,23.999,,,354.725,,,,,354.725,,2440.933,,2440.933,,,,,,6753.733,,,,,6753.733,"111Y"
A1005-11,A1005-11-005,A1005-0377-00,111296.716,71743.932,70980.277,,,763.655,957.67,,957.67,,,,,,2932.89,,,,,2932.89,,,,,,,,,33477.853,134.896,28781.158,294.134,3330.977,742.104,4.909,,189.675,,,,,,,,,,,,,,,,2184.371,,,,,2184.371,"111Y"
A1005-14,A1005-14-004,A1005-0378-00,139490.785,103722.519,102160.198,,,1562.321,1539.244,,1539.244,,,,,,12418.796,,1935.201,,,10483.595,,794.303,794.303,,,,,,16456.601,1918.945,10775.965,,,1266.008,,,2495.683,41.093,,41.093,,,,,,,,,,,,,4518.229,,,,,4518.229,"111Y"
A1005-13,A1005-13-008,A1005-0379-00,91231.117,41119.473,40873.254,,,246.219,14838.562,,14838.562,,,,,,23754.417,,,,,23754.417,,2.726,2.726,,,,,,10921.255,,4267.547,214.194,,6437.377,,,2.137,35.756,,,,35.756,,,,,,,,,,,558.928,,,,,558.928,"111Y"
A1005-13,A1005-13-007,A1005-0380-00,38517.886,19693.032,18299.572,,,1393.46,,,,,,,,,5659.135,,,,,5659.135,,1326.7,1326.7,,,,,,11766.185,,11148.863,185.726,,431.596,,,,,,,,,,,,,,,,,,,72.834,,,,,72.834,"111Y"
A1005-12,A1005-12-004,A1005-0381-00,14557.696,,,,,,,,,,,,,,4252.737,,,,,4252.737,,,,,,,,,10241.722,43.242,8041.385,1767.131,,,,,389.964,,,,,,,,,,,,,,,,63.237,,,,,63.237,"111Y"
A1005-14,A1005-14-003,A1005-0382-00,135857.627,107640.524,105072.15,,306.89,2261.484,,,,,,,,,7727.285,,,,,7727.285,,5190.008,5190.008,,,,,,13594.908,,9488.775,2634.14,526.117,854.29,,,91.586,,,,,,,,,,,,,,,,1704.902,,,,,1704.902,"111Y"
A1005-17,A1005-17-003,A1005-0383-00,5833.425,,,,,,,,,,,,,,1301.171,,,,,1301.171,,,,,,,,,4512.574,,4274.433,,,238.141,,,,,,,,,,,9.683,,9.683,,,,,,9.997,,,,,9.997,"111Y"
A1005-13,A1005-13-006,A1005-0384-00,123201.56,118091.86,118091.86,,,,,,,,,,,,5046.032,,,,,5046.032,,63.668,63.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-11,A1005-11-006,A1005-0385-00,57231.078,16376.885,16016.518,,,360.367,12759.489,,12759.489,,,,,,4620.405,,,,,4620.405,,,,,,,,,20921.397,30.472,18351.659,69.38,,691.887,,,1777.999,,,,,,,,,,,,,,,,2552.902,,,,,2552.902,"111Y"
A1005-17,A1005-17-005,A1005-0386-00,8250.132,656.652,656.652,,,,,,,,,,,,1036.352,,,,,1036.352,,725.174,725.174,,,,,,5353.326,77.185,3327.898,40.202,1284.597,623.444,,,,,,,,,,,,,,,,,,,478.628,,,,,478.628,"111Y"
A1005-15,A1005-15-001,A1005-0387-00,64009.021,44558.308,44503.271,,,55.037,,,,,,,,,9623.331,,,,,9623.331,,,,,,,,,6343.019,1506.13,4547.141,280.329,,,,,9.419,3239.08,,,,3148.863,90.217,,,,,,,,,,245.283,,,,,245.283,"111Y"
A1005-14,A1005-14-002,A1005-0388-00,284394.132,215184.095,202207.401,,4213.421,8763.273,2096.574,,2096.574,,,,,,22167.898,,,,,22167.898,,18176.968,13467.166,4709.802,,,,,9795.912,,5681.094,,952.95,2921.824,240.044,,,2352.343,,,,2127.467,,224.876,127.774,,127.774,,,,,,14492.568,,,,,14492.568,"111Y"
A1005-13,A1005-13-006,A1005-0389-00,141740.232,131780.621,127494.001,,,4286.62,,,,,,,,,5977.7,,,,,5977.7,,,,,,,,,3877.248,1930.555,1946.693,,,,,,,,,,,,,,,,,,,,,,104.663,,,,,104.663,"111Y"
A1005-13,A1005-13-008,A1005-0390-00,7068.762,605.139,206.599,,,398.54,,,,,,,,,1328.859,,,,,1328.859,,,,,,,,,4929.121,,4509.945,,,293.492,,,125.684,,,,,,,,,,,,,,,,205.643,,,,,205.643,"111Y"
A1005-14,A1005-14-007,A1005-0391-00,87782.087,48572.864,45732.774,,,2840.09,5020.522,,5020.522,,,,,,13330.178,,,,,13330.178,,4209.228,1321.857,2887.371,,,,,16496.686,,,,6118.956,,,10377.73,,,,,,,,,,,,,,,,,152.609,,,,,152.609,"111Y"
A1005-10,A1005-10-012,A1005-0392-00,311083.58,204781.436,202441.478,,,2339.958,51131.042,,48096.439,3034.603,,,,,15407.388,,,,,15407.388,,2777.084,2498.532,278.552,,,,,21430.066,74.013,14316.691,,,48.654,6509.881,356.625,124.202,5114.512,,,,,5114.512,,0.682,,0.682,,,,,,10441.37,,,,,10441.37,"111Y"
A1005-13,A1005-13-007,A1005-0393-00,24012.683,2060.438,2060.438,,,,,,,,,,,,2672.363,,,,,2672.363,,,,,,,,,16504.116,,14098.97,,,1091.891,434.048,,879.207,76.459,,,,,,76.459,,,,,,,,,2699.307,,,,,2699.307,"111Y"
A1005-11,A1005-11-007,A1005-0394-00,183607.796,165512.535,149188.696,,3028.625,13295.214,,,,,,,,,4192.69,,,,,4192.69,,,,,,,,,10024.692,441.664,7060.156,1160.095,,1362.777,,,,,,,,,,,89.491,,,89.491,,,,,3788.388,,,,,3788.388,"111Y"
A1005-12,A1005-12-005,A1005-0395-00,21758.834,,,,,,,,,,,,,,3958.544,,,,,3958.544,,,,,,,,,17789.895,,17249.722,540.173,,,,,,10.395,,,,,10.395,,,,,,,,,,,,,,,,"111Y"
A1005-13,A1005-13-006,A1005-0396-00,55043.607,36505.988,35751.295,,754.693,,3165.123,,3165.123,,,,,,4296.22,,,,,4296.22,,1327.573,1236.478,91.095,,,,,9317.926,,3031.814,168.547,6117.565,,,,,,,,,,,,,,,,,,,,430.777,,,,,430.777,"111Y"
A1005-14,A1005-14-005,A1005-0397-00,30765.435,5705.425,5675.55,,,29.875,,,,,,,,,6803.682,,,,,6803.682,,965.042,965.042,,,,,,17149.747,1647.54,13680.208,734.641,,1030.584,56.774,,,,,,,,,,,,,,,,,,141.539,,,,,141.539,"111Y"
A1005-13,A1005-13-009,A1005-0398-00,47788.453,22911.222,22304.701,,506.448,100.073,,,,,,,,,5892.706,,,,,5892.706,,2476.91,2476.91,,,,,,14932.282,,13376.23,,,806.441,31.328,,718.283,,,,,,,,,,,,,,,,1575.333,,,,,1575.333,"111Y"
A1005-14,A1005-14-003,A1005-0399-00,105824.927,34402.456,34296.341,,,106.115,3447.058,,3447.058,,,,,,6008.075,,,,,6008.075,,,,,,,,,11378.237,1108.262,1776.536,,4725.939,3672.315,,,95.185,,,,,,,,33747.516,,,33747.516,,,,,16841.585,,,,,16841.585,"111Y"
A1005-13,A1005-13-008,A1005-0400-00,38472.26,16862.397,14441.292,,266.91,2154.195,662.465,,586.888,75.577,,,,,3423.096,,,,,3423.096,,,,,,,,,12827.314,,4922.249,,4135.27,3636.892,,,132.903,,,,,,,,1505.098,,1505.098,,,,,,3191.89,,,,,3191.89,"111Y"
A1005-17,A1005-17-004,A1005-0401-00,316937.958,66875.584,65846.007,,,1029.577,23487.805,,23487.805,,,,,,8052.189,,,,,8052.189,,,,,,,,,35973.454,,,,,,,35973.454,,182044.935,,,,,182044.935,,,,,,,,,,503.991,,,,,503.991,"111Y"
A1005-12,A1005-12-004,A1005-0402-00,20824.666,295.124,295.124,,,,,,,,,,,,7543.59,,,,,7543.59,,,,,,,,,12275.158,229.446,4614.588,2805.354,4360.541,127.57,,,137.659,7.774,,,,,7.774,,,,,,,,,,703.02,,,,,703.02,"111Y"
A1005-17,A1005-17-006,A1005-0403-00,100397.139,79749.153,79699.826,,,49.327,9928.426,,9928.426,,,,,,5456.988,,,,,5456.988,,2548.359,2478.118,70.241,,,,,2275.679,,,,,516.803,1187.358,571.518,,,,,,,,,408.388,,408.388,,,,,,30.146,,,,,30.146,"111Y"
A1005-12,A1005-12-006,A1005-0404-00,28359.372,5395.225,5325.117,,,70.108,1137.085,,1137.085,,,,,,6088.585,,,,,6088.585,,,,,,,,,12442.408,1110.329,7799.979,519.012,1498.883,302.242,75.861,,1136.102,757.632,,757.632,,,,,394.785,,,394.785,,,,,2143.652,,,,,2143.652,"111Y"
A1005-10,A1005-10-013,A1005-0405-00,465655.077,366544.163,355685.031,,1953.463,8905.669,60071.878,,45336.413,14735.465,,,,,28612.57,,,,,28612.57,,3621.283,3577.115,44.168,,,,,5883.703,,5392.496,,,311.714,,20.44,159.053,131.308,,,,,131.308,,,,,,,,,,790.172,,,,,790.172,"111Y"
A1005-11,A1005-11-008,A1005-0406-00,696886.359,575756.102,572253.585,,,3502.517,8091.757,,6780.735,1311.022,,,,,21166.008,,,,,21166.008,,5486.537,3087.539,2398.998,,,,,60103.809,92.61,39622.166,127.324,279.634,4612.024,14688.203,,681.848,782.413,,,,782.413,,,410.746,,410.746,,,,,,25088.987,,,,,25088.987,"111Y"
A1005-13,A1005-13-010,A1005-0407-00,55863.694,12227.496,12227.496,,,,,,,,,,,,6010.089,,,,,6010.089,,,,,,,,,35975.224,1946.554,30929.146,,261.483,361.178,1116.031,,1360.832,341.024,,,,341.024,,,,,,,,,,,1309.861,,,,,1309.861,"111Y"
A1005-12,A1005-12-006,A1005-0408-00,20640.206,4963.526,4963.526,,,,,,,,,,,,3380.29,,,,,3380.29,,,,,,,,,11425.1,,10420.727,602.954,,,,,401.419,32.587,,32.587,,,,,,,,,,,,,838.703,,,,,838.703,"111Y"
A1005-15,A1005-15-002,A1005-0409-00,38767.517,8491.2,8491.2,,,,2686.052,,2583.78,102.272,,,,,9050.83,,,,,9050.83,,1879.854,1879.854,,,,,,16659.581,204.794,12404.882,270.668,162.18,3032.426,,,584.631,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-10,A1005-10-014,A1005-0410-00,922970,458508.709,457148.49,,282.79,1077.429,203523.354,,143225.617,54728.262,5569.475,,,,43869.435,,,,,43869.435,,154022.68,12662.494,135691.751,,5668.435,,,20753.455,,19802.726,,,119.159,594.457,,237.113,599.575,,,,,599.575,,332.423,,332.423,,,,,,41360.369,,32310.997,,,9049.372,"111Y"
A1005-11,A1005-11-010,A1005-0411-00,13478.373,1755.905,1755.905,,,,198.594,,198.594,,,,,,2426.755,,,,,2426.755,,,,,,,,,8345.456,,7663.825,252.669,,315.156,33.607,,80.199,,,,,,,,,,,,,,,,751.663,,,,,751.663,"111Y"
A1005-11,A1005-11-009,A1005-0412-00,77949.977,69241.173,69192.463,,,48.71,,,,,,,,,2041.551,,,,,2041.551,,161.957,,161.957,,,,,6357.814,,5976.665,142.06,,95.711,,143.378,,,,,,,,,58.427,,,58.427,,,,,89.055,,,,,89.055,"111Y"
A1005-15,A1005-15-003,A1005-0413-00,36345.326,12211.364,12211.364,,,,3323.738,,1108.459,2215.279,,,,,2972.797,,,,,2972.797,,2349.82,2349.82,,,,,,12892.669,78.884,10163.238,243.563,,2344.712,,,62.272,,,,,,,,,,,,,,,,2594.938,,,,,2594.938,"111Y"
A1005-13,A1005-13-008,A1005-0414-00,90662.744,63850.706,61864.835,,51.842,1934.029,,,,,,,,,8934.437,,,,,8934.437,,1315.332,299.528,1015.804,,,,,14695.836,,12579.119,,497.578,682.216,654.711,,282.212,,,,,,,,843.222,,843.222,,,,,,1023.211,,,,,1023.211,"111Y"
A1005-12,A1005-12-007,A1005-0415-00,21680.728,,,,,,,,,,,,,,8062.1,,,,,8062.1,,,,,,,,,11446.995,3497.568,5991.117,1801.76,,138.553,17.997,,,,,,,,,,1990.379,,1990.379,,,,,,181.254,,,,,181.254,"111Y"
A1005-15,A1005-15-004,A1005-0416-00,31547.796,4189.254,4185.989,,,3.265,,,,,,,,,4109.322,,,,,4109.322,,456.505,456.505,,,,,,21767.234,2504.918,17123.849,763.835,222.077,1152.555,,,,,,,,,,,,,,,,,,,1025.481,,,,,1025.481,"111Y"
A1005-17,A1005-17-007,A1005-0417-00,131829.62,90340.048,90340.048,,,,32744.059,,32744.059,,,,,,4986.725,,,,,4986.725,,2374.221,2374.221,,,,,,1012.653,,,,,1012.653,,,,371.914,,,,,371.914,,,,,,,,,,,,,,,,"111Y"
A1005-12,A1005-12-008,A1005-0418-00,15140.988,75.507,75.507,,,,,,,,,,,,4156.739,,,,,4156.739,,,,,,,,,9975.943,1523.27,3567.06,1282.993,1343.753,651.036,,,1607.831,551.625,,551.625,,,,,,,,,,,,,381.174,,,,,381.174,"111Y"
A1005-13,A1005-13-011,A1005-0419-00,159531.045,138188.419,134816.159,,,3372.26,3807.941,,3807.941,,,,,,8361.885,,,,,8361.885,,5791.659,5791.659,,,,,,3381.141,,947.694,,,2433.447,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-13,A1005-13-011,A1005-0420-00,130937.138,114775.693,101865.972,,2909.843,9999.878,,,,,,,,,8183.555,,,,,8183.555,,4530.986,4031.411,499.575,,,,,2120.514,,,,,2120.514,,,,,,,,,,,,,,,,,,,1326.39,,,,,1326.39,"111Y"
A1005-13,A1005-13-008,A1005-0421-00,41206.473,24931.461,24931.461,,,,,,,,,,,,14039.605,,,,,14039.605,,,,,,,,,2235.407,,1537.304,,698.103,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-14,A1005-14-007,A1005-0422-00,58459.86,54312.219,54312.219,,,,,,,,,,,,3034.919,,,,,3034.919,,1069.346,1069.346,,,,,,43.376,,,,,,,43.376,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-14,A1005-14-007,A1005-0423-00,28959.584,21840.391,21840.391,,,,,,,,,,,,6930.97,,,,,6930.97,,,,,,,,,188.223,,,,,,,188.223,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-13,A1005-13-011,A1005-0424-00,72970.643,69376.125,69376.125,,,,47.85,,,47.85,,,,,2753.612,,,,,2753.612,,544.288,544.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.768,,,,,248.768,"111Y"
A1005-15,A1005-15-005,A1005-0425-00,36398.241,4704.406,1851.177,,120.66,2732.569,,,,,,,,,6506.78,,,,,6506.78,,,,,,,,,23579.251,174.249,19263.025,1055.578,,1943.805,176.572,,966.022,498.575,,,,498.575,,,,,,,,,,,1109.229,,,,,1109.229,"111Y"
A1005-14,A1005-14-004,A1005-0426-00,72784.701,66386.094,66386.094,,,,,,,,,,,,3431.795,,,,,3431.795,,,,,,,,,2966.812,,1253.804,,1306.928,,226.126,179.954,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-14,A1005-14-003,A1005-0427-00,166462.7,111085.242,111085.242,,,,,,,,,,,,12800.033,,,,,12800.033,,1246.684,1246.684,,,,,,39395.949,180.79,1939.745,,14160.395,5665.713,,17449.306,,,,,,,,,,,,,,,,,1934.792,,,,,1934.792,"111Y"
A1005-14,A1005-14-006,A1005-0428-00,182706.76,104103.42,103380.837,43.926,,678.657,5358.495,,1627.849,3730.646,,,,,17818.273,,3750.187,,,14068.086,,753.182,753.182,,,,,,47354.407,323.651,16408.212,107.937,,1253.312,993.888,27661.429,605.978,170.94,,,,,,170.94,,,,,,,,,7148.043,,,,,7148.043,"111Y"
A1005-11,A1005-11-010,A1005-0429-00,96421.338,29501.139,29323.913,,,177.226,21165.716,,14122.761,7042.955,,,,,7862.261,,,,,7862.261,,4972.449,2355.366,2617.083,,,,,26966.779,10239.636,10010.456,693.916,,1808.851,,3559.531,654.389,1851.047,,,,,1851.047,,,,,,,,,,4101.947,,,,,4101.947,"111Y"
A1005-13,A1005-13-008,A1005-0430-00,13200.168,10193.886,9702.833,,,491.053,,,,,,,,,2174.399,,,,,2174.399,,,,,,,,,831.883,,715.539,,116.344,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-12,A1005-12-008,A1005-0431-00,228292.186,81985.302,81985.302,,,,13167.026,,9659.724,3507.302,,,,,18507.854,,7839.43,,,10668.424,,4946.268,2558.109,400.738,,,1987.421,,9034.779,1818.034,1624.848,,949.783,4642.114,,,,86218.228,,86218.228,,,,,,,,,,,,,14432.729,,,,,14432.729,"111Y"
A1005-15,A1005-15-009,A1005-0432-00,91638.036,38496.044,31289.389,,6479.731,726.924,21641.334,,3041.348,18599.986,,,,,15277.125,,,,,15277.125,,3037.085,3037.085,,,,,,3902.706,,3850.36,,,36.769,,,15.577,2567.041,,,,,2567.041,,,,,,,,,,6716.701,,,,,6716.701,"111Y"
A1005-11,A1005-11-010,A1005-0433-00,151970.879,128284.303,127557.686,,,726.617,1288.485,,1288.485,,,,,,7001.317,,,,,7001.317,,3134.934,2601.539,533.395,,,,,11391.745,,6306.266,412.371,9.583,1089.507,3187.879,364.14,21.999,576.011,,,,576.011,,,,,,,,,,,294.084,,,,,294.084,"111Y"
A1005-10,A1005-10-014,A1005-0434-00,246137.782,134458.899,133733.683,,650.131,75.085,85419.016,,77150.673,8268.343,,,,,16537.16,,,,,16537.16,,4895.473,4816.997,,,78.476,,,3445.329,,3073.426,,,313.746,,58.157,,,,,,,,,59.032,,59.032,,,,,,1322.873,,,,,1322.873,"111Y"
A1005-15,A1005-15-006,A1005-0435-00,43365.078,4117.38,3959.164,,24.44,133.776,,,,,,,,,6404.709,,,,,6404.709,,4398.944,4341.132,57.812,,,,,16904.832,,10198.174,2214.363,831.961,2653.872,614.82,,391.642,,,,,,,,8837.107,,8212.831,624.276,,,,,2702.106,,,,,2702.106,"111Y"
A1005-11,A1005-11-009,A1005-0436-00,9801.091,40.378,40.378,,,,,,,,,,,,1425.463,,,,,1425.463,,,,,,,,,8258.88,578.342,6702.016,930.176,,48.346,,,,,,,,,,,,,,,,,,,76.37,,,,,76.37,"111Y"
A1005-17,A1005-17-007,A1005-0437-00,112048.712,47501.715,47501.715,,,,20599.979,,20599.979,,,,,,2709.486,,,,,2709.486,,,,,,,,,28861.757,,,,,28861.757,,,,3070.679,,,,,3070.679,,,,,,,,,,9305.096,,,,,9305.096,"111Y"
A1005-14,A1005-14-008,A1005-0438-00,89046.557,37153.461,32230.536,,1557.775,3365.15,157.298,,157.298,,,,,,12097.48,,,,,12097.48,,3716.042,3716.042,,,,,,34511.507,,23132.306,434.715,5664.27,3018.621,1003.653,620.127,637.815,147.641,,,,132.252,,15.389,,,,,,,,,1263.128,,,,,1263.128,"111Y"
A1005-15,A1005-15-008,A1005-0439-00,2702.748,,,,,,,,,,,,,,460.112,,,,,460.112,,,,,,,,,1928.566,,1750.358,178.208,,,,,,,,,,,,,,,,,,,,,314.07,,,,,314.07,"111Y"
A1005-15,A1005-15-007,A1005-0440-00,73192.945,3872.066,3240.913,,,631.153,8719.225,,50.584,,8668.641,,,,6478.072,,,,,6478.072,,3219.7,3219.7,,,,,,39197.094,1213.723,7303.662,714.094,27539.95,2194.435,100.478,,130.752,5771.135,,,,,5771.135,,,,,,,,,,5935.653,,,,,5935.653,"111Y"
A1005-14,A1005-14-007,A1005-0441-00,73155.25,68510.256,68510.256,,,,,,,,,,,,3617.86,,,,,3617.86,,1027.134,1027.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-14,A1005-14-007,A1005-0442-00,57510.972,49809.204,49809.204,,,,,,,,,,,,7701.768,,,,,7701.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-15,A1005-15-006,A1005-0443-00,4307.882,502.278,502.278,,,,,,,,,,,,898.073,,,,,898.073,,,,,,,,,2674.239,,2530.167,,,,,,144.072,,,,,,,,,,,,,,,,233.292,,,,,233.292,"111Y"
A1005-13,A1005-13-011,A1005-0444-00,58893.698,55149.255,55149.255,,,,,,,,,,,,3744.443,,,,,3744.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-13,A1005-13-012,A1005-0445-00,78464.129,73487.074,73487.074,,,,2049.146,,2049.146,,,,,,2036.255,,,,,2036.255,,,,,,,,,891.654,,,,891.654,,,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-13,A1005-13-012,A1005-0446-00,154451.569,145228.931,117418.011,,82.105,27728.815,685.451,,685.451,,,,,,6750.511,,,,,6750.511,,531.154,531.154,,,,,,1255.522,,,,386.993,297.971,570.558,,,,,,,,,,,,,,,,,,,,,,,,"111Y"
A1005-15,A1005-15-008,A1005-0447-00,6702.118,685.744,685.744,,,,,,,,,,,,1957.544,,,,,1957.544,,,,,,,,,3621.146,,3311.914,198.987,,110.245,,,,,,,,,,,,,,,,,,,437.684,,,,,437.684,"111Y"
A1005-15,A1005-15-006,A1005-0448-00,5929.778,97.145,97.145,,,,184.604,,184.604,,,,,,1281.389,,,,,1281.389,,,,,,,,,4066.348,120.274,3580.321,87.375,,278.378,,,,,,,,,,,,,,,,,,,300.292,,,,,300.292,"111Y"
A1005-14,A1005-14-009,A1005-0449-00,337450.504,205594.572,165915.392,27498.006,6895.51,5285.664,2681.83,,2681.83,,,,,,24434.93,,,,,24434.93,,19320.306,6449.371,12870.935,,,,,44637.833,167.073,26781.002,,6063.929,4752.722,5260.848,,1612.259,25101.169,928.691,22596.891,,955.297,,620.29,,,,,,,,,15679.864,,,,,15679.864,"111Y"
A1005-15,A1005-15-008,A1005-0450-00,6183.038,,,,,,,,,,,,,,1138.672,,,,,1138.672,,,,,,,,,4806.253,,4095,169.479,,541.774,,,,,,,,,,,,,,,,,,,238.113,,,,,238.113,"111Y"
A1005-15,A1005-15-006,A1005-0451-00,6055.767,1311.443,1273.19,,,38.253,,,,,,,,,1184.829,,,,,1184.829,,,,,,,,,3232.526,,2434.981,190.251,,263.782,,,343.512,,,,,,,,,,,,,,,,326.969,,,,,326.969,"111Y"
