"Mode","API","Attribute","type","title","description","format"
"Ship","ShipRouteList","SrcUpdateTime","string",NA,"[來源端平臺]資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateTime [該欄位由本平台自動產製]""></span>","date-time"
"Ship","Route","RouteID","string","String","航線代碼",NA
"Ship","Route","RouteName",NA,"NameType","航線名稱",NA
"Ship","Route","Description","string","String","航線描述",NA
"Ship","Route","Operators","array","Array","營運業者",NA
"Ship","Route","StartPortID","string","String","航線起點港口代碼",NA
"Ship","Route","StartPortName","string","String","航線起點港口名稱",NA
"Ship","Route","EndPortID","string","String","航線迄點港口代碼",NA
"Ship","Route","EndPortName","string","String","航線迄點港口名稱",NA
"Ship","Route","TicketPriceDescription",NA,"NameType","票價描述",NA
"Ship","Route","RouteType","integer","Int32","航線種類 : [1:'國內航線(渡輪、藍色公路)',2:'離島航線',3:'兩岸航線',4:'小三通航線',254:'其他']",NA
"Ship","Route","Vessels","array","Array","船舶資訊",NA
"Ship","Route","RouteMapURL","string","String","航運路線簡圖網址",NA
"Ship","Route","RouteDistance","number","Single","航線哩程","float"
"Ship","Route","WeatherURL","string","String","氣象預報連結",NA
"Ship","ShipRouteFareList","UpdateInterval","integer","Int32","本平台資料更新週期(秒)","int32"
"Ship","ShipRouteFareList","SrcUpdateInterval","integer",NA,"[來源端平臺]資料更新週期(秒)['-1: 不定期更新']<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateInterval [該欄位由本平台自動產製]""></span>","int32"
"Ship","ShipRouteFareList","AuthorityCode","string","String","業管機關簡碼",NA
"Ship","ShipRouteFareList","VersionID","integer",NA,"資料版本編號<span class=""emphasis fas fa-pen"" rel=""與來源Inbound XML不同，為提供資料的版本編號[該欄位由本平台自動產製]""></span>","int32"
"Ship","ShipRouteFareList","RouteFares","array","Array","資料(陣列)",NA
"Ship","ShipRouteFareList","Count","integer",NA,"資料總筆數<span class=""emphasis fas fa-pen"" rel=""與來源Inbound XML不同，為提供資料的總筆數[該欄位由本平台自動產製]""></span>","int64"
"Ship","ShipRouteFareList","UpdateTime","string",NA,"XML更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Ship","ShipRouteFareList","SrcUpdateTime","string",NA,"[來源端平臺]資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateTime [該欄位由本平台自動產製]""></span>","date-time"
"Ship","ShipSpecificScheduleList","UpdateInterval","integer","Int32","本平台資料更新週期(秒)","int32"
"Ship","ShipSpecificScheduleList","SrcUpdateInterval","integer",NA,"[來源端平臺]資料更新週期(秒)['-1: 不定期更新']<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateInterval [該欄位由本平台自動產製]""></span>","int32"
"Ship","ShipSpecificScheduleList","AuthorityCode","string","String","業管機關簡碼",NA
"Ship","ShipSpecificScheduleList","VersionID","integer",NA,"資料版本編號<span class=""emphasis fas fa-pen"" rel=""與來源Inbound XML不同，為提供資料的版本編號[該欄位由本平台自動產製]""></span>","int32"
"Ship","ShipSpecificScheduleList","SpecificSchedules","array","Array","資料(陣列)",NA
"Ship","ShipSpecificScheduleList","Count","integer",NA,"資料總筆數<span class=""emphasis fas fa-pen"" rel=""與來源Inbound XML不同，為提供資料的總筆數[該欄位由本平台自動產製]""></span>","int64"
"Ship","ShipSpecificScheduleList","UpdateTime","string",NA,"XML更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Ship","ShipSpecificScheduleList","SrcUpdateTime","string",NA,"[來源端平臺]資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateTime [該欄位由本平台自動產製]""></span>","date-time"
"Ship","SpecificSchedule","RouteID","string","String","航線代碼",NA
"Ship","SpecificSchedule","RouteName",NA,"NameType","航線名稱",NA
"Ship","SpecificSchedule","OperatorID","string","String","營運業者代碼",NA
"Ship","SpecificSchedule","EffectiveDate","string","String","有效起始日期",NA
"Ship","SpecificSchedule","ExpireDate","string","String","有效終止日期",NA
"Ship","SpecificSchedule","Direction","integer","Int32","方向性描述 : [0:'去程',1:'返程',2:'迴圈']",NA
"Ship","SpecificSchedule","Timetables","array","Array","營運定期班表資訊",NA
"Ship","SpecificSchedule","Frequencies","array","Array","發車班距資訊",NA
"Ship","ShipStopOfRouteList","UpdateInterval","integer","Int32","本平台資料更新週期(秒)","int32"
"Ship","ShipStopOfRouteList","SrcUpdateInterval","integer",NA,"[來源端平臺]資料更新週期(秒)['-1: 不定期更新']<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateInterval [該欄位由本平台自動產製]""></span>","int32"
"Ship","ShipStopOfRouteList","AuthorityCode","string","String","業管機關簡碼",NA
"Ship","ShipStopOfRouteList","VersionID","integer",NA,"資料版本編號<span class=""emphasis fas fa-pen"" rel=""與來源Inbound XML不同，為提供資料的版本編號[該欄位由本平台自動產製]""></span>","int32"
"Ship","ShipStopOfRouteList","StopOfRoutes","array","Array","資料(陣列)",NA
"Ship","ShipStopOfRouteList","Count","integer",NA,"資料總筆數<span class=""emphasis fas fa-pen"" rel=""與來源Inbound XML不同，為提供資料的總筆數[該欄位由本平台自動產製]""></span>","int64"
"Ship","ShipStopOfRouteList","UpdateTime","string",NA,"XML更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Ship","ShipStopOfRouteList","SrcUpdateTime","string",NA,"[來源端平臺]資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateTime [該欄位由本平台自動產製]""></span>","date-time"
"Ship","StopOfRoute","RouteID","string","String","航線代碼",NA
"Ship","StopOfRoute","RouteName",NA,"NameType","航線名稱",NA
"Ship","StopOfRoute","Operators","array","Array","營運業者",NA
"Ship","StopOfRoute","Direction","integer","Int32","方向性描述 : [0:'去程',1:'返程',2:'迴圈']",NA
"Ship","StopOfRoute","Stops","array","Array","路線站序資料",NA
"Ship","ShipVesselList","UpdateInterval","integer","Int32","本平台資料更新週期(秒)","int32"
"Ship","ShipVesselList","SrcUpdateInterval","integer",NA,"[來源端平臺]資料更新週期(秒)['-1: 不定期更新']<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateInterval [該欄位由本平台自動產製]""></span>","int32"
"Ship","ShipVesselList","AuthorityCode","string","String","業管機關簡碼",NA
"Ship","ShipVesselList","VersionID","integer",NA,"資料版本編號<span class=""emphasis fas fa-pen"" rel=""與來源Inbound XML不同，為提供資料的版本編號[該欄位由本平台自動產製]""></span>","int32"
"Ship","ShipVesselList","Vessels","array","Array","資料(陣列)",NA
"Ship","ShipVesselList","Count","integer",NA,"資料總筆數<span class=""emphasis fas fa-pen"" rel=""與來源Inbound XML不同，為提供資料的總筆數[該欄位由本平台自動產製]""></span>","int64"
"Ship","ShipVesselList","UpdateTime","string",NA,"XML更新日期時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)","date-time"
"Ship","ShipVesselList","SrcUpdateTime","string",NA,"[來源端平臺]資料更新時間(ISO8601格式:yyyy-MM-ddTHH:mm:sszzz)<span class=""emphasis fas fa-pen"" rel=""為來源Inbound XML中的UpdateTime [該欄位由本平台自動產製]""></span>","date-time"
"Ship","Vessel","VesselID","string","String","船舶代碼",NA
"Ship","Vessel","MMSI","string","String","AIS船舶編號",NA
"Ship","Vessel","IMO","string","String","國際船舶編號",NA
"Ship","Vessel","VesselNo","string","String","台灣船舶號數",NA
"Ship","Vessel","CallSign","string","String","船呼",NA
"Ship","Vessel","VesselName",NA,"NameType","船舶名稱",NA
